"Year","MatMort","NeoMort","InfMort","Under5Mort","ISO"
2006,41,10,14.3,15.6,"BRB"
2007,40,10.1,14.2,15.4,"BRB"
2008,39,10.1,14.1,15.3,"BRB"
2009,38,10,13.9,15.1,"BRB"
2010,36,10,13.8,15,"BRB"
2011,35,9.9,13.7,14.8,"BRB"
2012,34,9.8,13.6,14.7,"BRB"
2013,32,9.7,13.5,14.6,"BRB"
2014,31,9.5,13.3,14.3,"BRB"
2015,31,9.3,13,14,"BRB"
2016,30,9.1,12.7,13.7,"BRB"
2017,27,8.9,12.4,13.4,"BRB"
2018,NA,8.6,12.1,13,"BRB"
2019,NA,8.4,11.7,12.6,"BRB"
2000,28,5,8.2,10.3,"BRN"
2001,28,5,8,10.1,"BRN"
2002,29,5,7.9,9.8,"BRN"
2003,30,5,7.8,9.7,"BRN"
2004,30,5,7.7,9.6,"BRN"
2005,29,5,7.7,9.5,"BRN"
2006,28,4.9,7.7,9.5,"BRN"
2007,27,4.9,7.7,9.5,"BRN"
2008,27,4.8,7.7,9.5,"BRN"
2009,27,4.8,7.8,9.6,"BRN"
2010,28,4.8,7.9,9.7,"BRN"
2011,28,4.8,8.1,9.8,"BRN"
2012,29,4.8,8.2,10,"BRN"
2013,28,4.9,8.4,10.2,"BRN"
2014,29,5,8.6,10.4,"BRN"
2015,30,5.2,8.8,10.6,"BRN"
2016,31,5.4,9,10.8,"BRN"
2017,31,5.6,9.2,11,"BRN"
2018,NA,5.8,9.4,11.2,"BRN"
2019,NA,6,9.6,11.4,"BRN"
2000,423,31.8,57.5,77.2,"BTN"
2001,384,30.9,54.8,72.9,"BTN"
2002,365,30,52.2,68.9,"BTN"
2003,348,29,49.7,65,"BTN"
2004,332,28,47.2,61.2,"BTN"
2005,310,27.1,44.7,57.5,"BTN"
2006,291,26.2,42.3,54.1,"BTN"
2007,275,25.3,40.1,50.8,"BTN"
2008,264,24.4,38,47.8,"BTN"
2009,255,23.4,36,44.9,"BTN"
2010,247,22.5,34.1,42.4,"BTN"
2011,239,21.6,32.4,40,"BTN"
2012,231,20.8,31,38,"BTN"
2013,223,20.1,29.6,36.2,"BTN"
2014,214,19.3,28.5,34.6,"BTN"
2015,203,18.4,27.4,33.1,"BTN"
2016,193,17.6,26.5,31.9,"BTN"
2017,183,17,25.6,30.7,"BTN"
2018,NA,16.3,24.7,29.6,"BTN"
2019,NA,15.7,23.9,28.6,"BTN"
2000,262,16.6,45.2,80.5,"BWA"
2001,271,17,44.6,80,"BWA"
2002,278,17.8,43.9,78.3,"BWA"
2003,278,18.7,43.1,76.1,"BWA"
2004,264,19.6,42.1,72.7,"BWA"
2005,239,20.4,38.9,67,"BWA"
2006,221,21,38.1,61.5,"BWA"
2007,209,21.6,39.5,58.6,"BWA"
2008,203,22,40.3,57.6,"BWA"
2009,189,22.4,40.1,55.3,"BWA"
2010,179,22.7,39.5,51.4,"BWA"
2011,176,22.9,41.1,51.9,"BWA"
2012,170,23.1,40.2,50.8,"BWA"
2013,164,23.2,39.4,49.6,"BWA"
2014,160,23.3,40.1,50.2,"BWA"
2015,156,23.3,39.6,49.7,"BWA"
2016,151,23.2,39.3,49.2,"BWA"
2017,144,23,38.2,47.8,"BWA"
2018,NA,22.7,37.6,47,"BWA"
2019,NA,22.3,36.9,45.9,"BWA"
2000,1280,49,109.9,168.9,"CAF"
2001,1290,48.9,109.2,167.4,"CAF"
2002,1280,48.7,108.5,165.8,"CAF"
2003,1250,48.6,107.7,164.2,"CAF"
2004,1230,48.4,106.9,162.5,"CAF"
2005,1200,48.2,106.1,160.8,"CAF"
2006,1170,48,104.8,158.3,"CAF"
2007,1130,47.7,103.7,155.6,"CAF"
2008,1090,47.2,102.5,152.8,"CAF"
2009,1050,46.7,100.6,148.9,"CAF"
2010,1000,46.1,99,145,"CAF"
2011,981,45.5,96.7,140.5,"CAF"
2012,963,44.7,94.5,136.2,"CAF"
2013,1030,43.9,93,132.5,"CAF"
2014,961,43.2,90.5,128.2,"CAF"
2015,912,42.5,87.9,123.3,"CAF"
2016,890,41.7,85.6,118.2,"CAF"
2017,829,41,83.8,114.5,"CAF"
2018,NA,40.2,81.6,111.1,"CAF"
2019,NA,39.6,79.1,106.6,"CAF"
2000,9,3.8,5.3,6.2,"CAN"
2001,10,3.8,5.3,6.2,"CAN"
2002,10,3.9,5.3,6.2,"CAN"
2003,10,3.9,5.3,6.2,"CAN"
2004,10,3.9,5.3,6.1,"CAN"
2005,11,3.9,5.2,6.1,"CAN"
2006,11,3.9,5.2,6,"CAN"
2007,11,3.8,5.1,6,"CAN"
2008,12,3.8,5.1,5.9,"CAN"
2009,12,3.8,5,5.8,"CAN"
2010,11,3.8,5,5.7,"CAN"
2011,11,3.7,4.9,5.7,"CAN"
2012,11,3.7,4.9,5.6,"CAN"
2013,11,3.6,4.8,5.5,"CAN"
2014,11,3.6,4.7,5.4,"CAN"
2015,11,3.6,4.7,5.4,"CAN"
2016,10,3.5,4.6,5.3,"CAN"
2017,10,3.4,4.6,5.2,"CAN"
2018,NA,3.3,4.5,5.1,"CAN"
2019,NA,3.3,4.4,5.1,"CAN"
2000,20,6.5367705,10.35377888,12.24332141,NA
2001,19,6.159182949,9.838498124,11.63624485,NA
2002,17,5.913486291,9.49103012,11.21167819,NA
2003,16,5.700287615,9.207105119,10.87698607,NA
2004,15,5.435772639,8.870824183,10.44209821,NA
2005,14,5.131779458,8.393090011,9.900442762,NA
2006,13,4.791341327,7.882774817,9.275349705,NA
2007,12,4.475008733,7.420926297,8.701068805,NA
2008,12,4.205195188,6.935704017,8.182059286,NA
2009,11,3.982703612,6.548900595,7.708581783,NA
2010,11,3.766453015,6.169101866,7.33099819,NA
2011,10,3.598099714,5.886856808,6.982820506,NA
2012,9,3.452906712,5.622893974,6.624633319,NA
2013,9,3.331111399,5.340968848,6.332761208,NA
2014,9,3.189491419,5.06766987,6.02653522,NA
2015,9,3.034158843,4.835833913,5.769004721,NA
2016,9,2.911984848,4.604803763,5.463623039,NA
2017,8,2.784185453,4.397392104,5.228100858,NA
2018,NA,2.712889352,4.213125998,5.01589049,NA
2019,NA,2.644071244,4.052811301,4.851054225,NA
2000,7,3.5,4.7,5.6,"CHE"
2001,7,3.5,4.6,5.5,"CHE"
2002,7,3.4,4.5,5.4,"CHE"
2003,7,3.4,4.5,5.3,"CHE"
2004,7,3.3,4.4,5.2,"CHE"
2005,7,3.3,4.3,5.1,"CHE"
2006,7,3.3,4.2,4.9,"CHE"
2007,6,3.2,4.1,4.8,"CHE"
2008,6,3.2,4,4.7,"CHE"
2009,6,3.2,4,4.6,"CHE"
2010,6,3.2,3.9,4.6,"CHE"
2011,6,3.1,3.9,4.5,"CHE"
2012,6,3.1,3.8,4.4,"CHE"
2013,6,3,3.8,4.4,"CHE"
2014,5,3,3.8,4.3,"CHE"
2015,5,3,3.7,4.3,"CHE"
2016,5,2.9,3.7,4.2,"CHE"
2017,5,2.9,3.6,4.2,"CHE"
2018,NA,2.9,3.6,4.1,"CHE"
2019,NA,2.8,3.6,4,"CHE"
2000,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA
2003,NA,NA,NA,NA,NA
2004,NA,NA,NA,NA,NA
2005,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA
2007,NA,NA,NA,NA,NA
2008,NA,NA,NA,NA,NA
2009,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,NA
2011,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA
2014,NA,NA,NA,NA,NA
2015,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2000,31,5.7,9.2,10.9,"CHL"
2001,32,5.4,8.7,10.3,"CHL"
2002,28,5.3,8.3,9.8,"CHL"
2003,27,5.3,8.1,9.5,"CHL"
2004,27,5.4,7.9,9.3,"CHL"
2005,25,5.4,7.7,9.1,"CHL"
2006,25,5.5,7.6,9,"CHL"
2007,23,5.4,7.6,8.9,"CHL"
2008,21,5.3,7.6,8.9,"CHL"
2009,21,5.3,7.5,8.8,"CHL"
2010,20,5.3,7.4,8.7,"CHL"
2011,18,5.3,7.3,8.5,"CHL"
2012,17,5.3,7.2,8.4,"CHL"
2013,16,5.3,7.1,8.3,"CHL"
2014,15,5.2,6.9,8.1,"CHL"
2015,14,5.1,6.7,7.9,"CHL"
2016,13,5,6.5,7.7,"CHL"
2017,13,4.9,6.4,7.4,"CHL"
2018,NA,4.7,6.2,7.2,"CHL"
2019,NA,4.5,6,7,"CHL"
2000,59,21.4,29.9,36.7,"CHN"
2001,55,19.9,27.8,34.1,"CHN"
2002,51,18.4,25.6,31.5,"CHN"
2003,48,16.9,23.4,28.8,"CHN"
2004,46,15.3,21.4,26.3,"CHN"
2005,44,13.9,19.4,24,"CHN"
2006,42,12.5,17.7,21.9,"CHN"
2007,40,11.3,16.2,20.1,"CHN"
2008,40,10.2,14.8,18.5,"CHN"
2009,37,9.2,13.6,17,"CHN"
2010,36,8.4,12.5,15.8,"CHN"
2011,34,7.6,11.5,14.6,"CHN"
2012,33,7,10.6,13.5,"CHN"
2013,32,6.4,9.8,12.5,"CHN"
2014,31,5.8,9,11.6,"CHN"
2015,30,5.3,8.3,10.7,"CHN"
2016,29,4.9,7.6,9.9,"CHN"
2017,29,4.5,7,9.2,"CHN"
2018,NA,4.1,6.4,8.5,"CHN"
2019,NA,3.7,5.9,7.9,"CHN"
2000,704,45.8,95.6,143.3,"CIV"
2001,706,45.2,93.7,140.1,"CIV"
2002,713,44.6,91.6,136.7,"CIV"
2003,711,44,89.6,133.1,"CIV"
2004,709,43.4,87.5,129.5,"CIV"
2005,704,42.7,85.2,125.6,"CIV"
2006,699,42,83.4,122,"CIV"
2007,698,41.3,81.1,118.2,"CIV"
2008,694,40.6,78.7,114.2,"CIV"
2009,700,40,76.6,109.9,"CIV"
2010,701,39.3,74.7,106.3,"CIV"
2011,703,38.7,72.9,103.1,"CIV"
2012,702,38,71,100.1,"CIV"
2013,691,37.4,69.1,97,"CIV"
2014,676,36.8,67.3,93.6,"CIV"
2015,658,36.2,65.7,90.8,"CIV"
2016,636,35.6,64.4,88.4,"CIV"
2017,617,35,62.9,86,"CIV"
2018,NA,34.5,61.3,83.2,"CIV"
2019,NA,33.9,59.4,80.3,"CIV"
2000,886,35.6,87.6,143.9,"CMR"
2001,844,34.8,85.8,140.9,"CMR"
2002,803,34.1,83.7,137.5,"CMR"
2003,771,33.7,81.7,134,"CMR"
2004,732,33.5,79.7,130.6,"CMR"
2005,692,33.2,78.1,127.5,"CMR"
2006,658,33,76.2,124.2,"CMR"
2007,635,32.7,74.6,121,"CMR"
2008,618,32.4,72.7,117.6,"CMR"
2009,606,32,71.1,114.3,"CMR"
2010,597,31.7,68.6,110.1,"CMR"
2011,589,31.3,66.6,105.8,"CMR"
2012,580,30.9,64.2,101.3,"CMR"
2013,567,30.4,61.6,96.7,"CMR"
2014,564,29.9,59.5,92.4,"CMR"
2015,554,29.3,57,88,"CMR"
2016,538,28.7,55.2,84.2,"CMR"
2017,529,28,53.2,80.6,"CMR"
2018,NA,27.4,51.3,77.3,"CMR"
2019,NA,26.8,49.9,74.7,"CMR"
2000,760,38.4,106.5,159.3,"COD"
2001,740,38,104.4,154.9,"COD"
2002,734,37.6,102.2,150.4,"COD"
2003,699,37.2,99.9,145.7,"COD"
2004,661,36.6,97.5,140.9,"COD"
2005,627,36,95.2,136.1,"COD"
2006,598,35.3,92.8,131.4,"COD"
2007,578,34.5,90.4,126.7,"COD"
2008,565,33.8,88.1,122.3,"COD"
2009,555,33,85.8,118,"COD"
2010,542,32.3,83.5,113.8,"COD"
2011,532,31.7,81.3,109.9,"COD"
2012,524,31.1,79.1,106.1,"COD"
2013,514,30.6,77,102.5,"COD"
2014,500,30,75,99.2,"COD"
2015,490,29.5,73,95.9,"COD"
2016,481,29,71.1,92.8,"COD"
2017,473,28.5,69.1,89.6,"COD"
2018,NA,27.9,67.3,86.6,"COD"
2019,NA,27.3,65.5,83.8,"COD"
2000,739,30.7,72.4,114.1,"COG"
2001,752,30.2,70.7,111.1,"COG"
2002,769,29.5,68,106.2,"COG"
2003,757,28.6,64.6,100.2,"COG"
2004,724,27.5,60.7,93.3,"COG"
2005,677,26.5,56.8,86.4,"COG"
2006,623,25.4,53.1,79.8,"COG"
2007,580,24.5,49.8,74,"COG"
2008,552,23.7,46.9,69,"COG"
2009,526,23,44.7,65,"COG"
2010,506,22.5,43,62,"COG"
2011,488,22.1,41.7,59.7,"COG"
2012,468,21.8,40.7,57.9,"COG"
2013,449,21.4,39.7,56.2,"COG"
2014,433,21.1,38.7,54.4,"COG"
2015,416,20.7,37.6,52.6,"COG"
2016,397,20.2,36.6,50.8,"COG"
2017,378,19.9,35.6,49.1,"COG"
2018,NA,19.4,34.7,47.6,"COG"
2019,NA,19.1,35.9,52.5,"COG"
2000,94,13.5,21.2,25.1,"COL"
2001,93,13.1,20.6,24.3,"COL"
2002,92,12.7,19.9,23.5,"COL"
2003,88,12.4,19.4,22.8,"COL"
2004,85,12,18.9,22.1,"COL"
2005,83,11.7,18.3,21.5,"COL"
2006,82,11.3,17.8,20.8,"COL"
2007,83,11,17.2,20.2,"COL"
2008,84,10.6,16.7,19.5,"COL"
2009,87,10.3,16.2,18.9,"COL"
2010,85,10,15.7,18.3,"COL"
2011,84,9.6,15.2,17.7,"COL"
2012,85,9.3,14.7,17.1,"COL"
2013,85,9,14.3,16.6,"COL"
2014,85,8.7,13.8,16,"COL"
2015,85,8.4,13.4,15.5,"COL"
2016,84,8.2,12.9,15,"COL"
2017,83,7.9,12.5,14.6,"COL"
2018,NA,7.7,12.1,14.1,"COL"
2019,NA,7.4,11.7,13.6,"COL"
2000,444,40.8,72.4,100.6,"COM"
2001,437,40.7,72.1,100.2,"COM"
2002,429,40.5,72,100.1,"COM"
2003,423,40.3,71.7,99.6,"COM"
2004,414,40.1,71,98.5,"COM"
2005,404,39.7,69.8,96.7,"COM"
2006,393,39.2,68.4,94.4,"COM"
2007,382,38.6,66.8,91.9,"COM"
2008,370,38,65.3,89.5,"COM"
2009,356,37.3,63.7,86.9,"COM"
2010,341,36.6,62.2,84.6,"COM"
2011,326,35.8,60.5,82,"COM"
2012,313,35.1,58.9,79.4,"COM"
2013,302,34.5,57.2,76.9,"COM"
2014,293,33.6,55.8,74.7,"COM"
2015,285,32.9,54.4,72.3,"COM"
2016,279,32.1,53,70.1,"COM"
2017,273,31.3,51.5,67.9,"COM"
2018,NA,30.5,50.1,65.7,"COM"
2019,NA,29.8,48.7,63.5,"COM"
2000,118,18.1,31.1,38.1,"CPV"
2001,109,17,28.4,34.4,"CPV"
2002,101,16,26.3,31.6,"CPV"
2003,96,15.4,24.8,29.8,"CPV"
2004,91,15.1,24,28.6,"CPV"
2005,86,15.1,23.5,28.1,"CPV"
2006,82,15.3,23.4,27.9,"CPV"
2007,78,15.4,23.3,27.8,"CPV"
2008,75,15.6,23.1,27.5,"CPV"
2009,72,15.5,22.7,27,"CPV"
2010,70,15.3,22.1,26.3,"CPV"
2011,67,14.9,21.3,25.2,"CPV"
2012,65,14.3,20.3,24,"CPV"
2013,63,13.5,19.2,22.5,"CPV"
2014,62,12.6,17.9,21,"CPV"
2015,61,11.8,16.7,19.5,"CPV"
2016,59,10.9,15.5,18.1,"CPV"
2017,58,10.2,14.5,16.8,"CPV"
2018,NA,9.6,13.6,15.8,"CPV"
2019,NA,9,12.8,14.9,"CPV"
2000,40,7.7,11.1,13.1,"CRI"
2001,37,7.5,10.5,12.6,"CRI"
2002,38,7.3,10.1,12.1,"CRI"
2003,37,7.2,10,11.8,"CRI"
2004,36,7.1,9.9,11.5,"CRI"
2005,33,7.1,9.9,11.3,"CRI"
2006,35,7,9.8,11.2,"CRI"
2007,29,6.9,9.7,11.1,"CRI"
2008,29,6.8,9.5,10.9,"CRI"
2009,29,6.7,9.3,10.7,"CRI"
2010,32,6.6,9.2,10.5,"CRI"
2011,30,6.5,8.9,10.2,"CRI"
2012,29,6.5,8.6,9.9,"CRI"
2013,29,6.4,8.2,9.6,"CRI"
2014,29,6.3,7.9,9.3,"CRI"
2015,28,6.3,7.7,9.1,"CRI"
2016,28,6.2,7.6,8.9,"CRI"
2017,27,6.1,7.5,8.7,"CRI"
2018,NA,5.9,7.4,8.4,"CRI"
2019,NA,5.8,7.2,8.2,"CRI"
2000,112,17.35753812,22.62139511,26.73662748,NA
2001,109,16.99008479,22.15000737,26.11444075,NA
2002,109,16.6959683,21.71879025,25.56557463,NA
2003,107,16.34072174,21.28469718,25.05997395,NA
2004,105,15.97434942,20.90205557,24.51592188,NA
2005,103,15.61272513,20.50995128,24.02247602,NA
2006,101,15.1775752,20.10601443,23.53200592,NA
2007,98,14.84431616,19.72218506,23.00651381,NA
2008,97,14.55964082,19.36737517,22.58010767,NA
2009,96,14.22916526,18.93985131,22.09326835,NA
2010,93,13.95877615,18.52872136,21.56475423,NA
2011,93,13.6620871,18.14184207,21.03935755,NA
2012,93,13.38751153,17.67429911,20.535088,NA
2013,91,13.03987739,17.25074584,19.99512526,NA
2014,89,12.67629431,16.7864046,19.43667885,NA
2015,89,12.28799079,16.34724219,18.86726862,NA
2016,89,11.94072326,15.87550598,18.36123547,NA
2017,88,11.57052558,15.41861902,17.82269908,NA
2018,NA,11.19083447,14.96289049,17.28568245,NA
2019,NA,10.82194469,14.7001176,17.20832624,NA
2000,46,4.3,7,8.8,"CUB"
2001,44,4.2,6.8,8.5,"CUB"
2002,41,4,6.5,8.2,"CUB"
2003,41,3.8,6.3,7.9,"CUB"
2004,40,3.6,6.1,7.6,"CUB"
2005,41,3.4,5.9,7.4,"CUB"
2006,38,3.3,5.7,7.2,"CUB"
2007,38,3.2,5.5,6.9,"CUB"
2008,40,3.1,5.4,6.7,"CUB"
2009,40,3,5.2,6.5,"CUB"
2010,41,2.9,5.1,6.4,"CUB"
2011,38,2.8,5,6.2,"CUB"
2012,39,2.7,4.8,6.1,"CUB"
2013,40,2.6,4.7,5.9,"CUB"
2014,39,2.5,4.6,5.8,"CUB"
2015,38,2.4,4.5,5.7,"CUB"
2016,37,2.3,4.4,5.5,"CUB"
2017,36,2.3,4.3,5.4,"CUB"
2018,NA,2.3,4.3,5.3,"CUB"
2019,NA,2.3,4.2,5.2,"CUB"
2000,NA,NA,NA,NA,"CUW"
2001,NA,NA,NA,NA,"CUW"
2002,NA,NA,NA,NA,"CUW"
2003,NA,NA,NA,NA,"CUW"
2004,NA,NA,NA,NA,"CUW"
2005,NA,NA,NA,NA,"CUW"
2006,NA,NA,NA,NA,"CUW"
2007,NA,NA,NA,NA,"CUW"
2008,NA,NA,NA,NA,"CUW"
2009,NA,NA,NA,NA,"CUW"
2010,NA,NA,NA,NA,"CUW"
2011,NA,NA,NA,NA,"CUW"
2012,NA,NA,NA,NA,"CUW"
2013,NA,NA,NA,NA,"CUW"
2014,NA,NA,NA,NA,"CUW"
2015,NA,NA,NA,NA,"CUW"
2016,NA,NA,NA,NA,"CUW"
2017,NA,NA,NA,NA,"CUW"
2018,NA,NA,NA,NA,"CUW"
2019,NA,NA,NA,NA,"CUW"
2000,NA,NA,NA,NA,"CYM"
2001,NA,NA,NA,NA,"CYM"
2002,NA,NA,NA,NA,"CYM"
2003,NA,NA,NA,NA,"CYM"
2004,NA,NA,NA,NA,"CYM"
2005,NA,NA,NA,NA,"CYM"
2006,NA,NA,NA,NA,"CYM"
2007,NA,NA,NA,NA,"CYM"
2008,NA,NA,NA,NA,"CYM"
2009,NA,NA,NA,NA,"CYM"
2010,NA,NA,NA,NA,"CYM"
2011,NA,NA,NA,NA,"CYM"
2012,NA,NA,NA,NA,"CYM"
2013,NA,NA,NA,NA,"CYM"
2014,NA,NA,NA,NA,"CYM"
2015,NA,NA,NA,NA,"CYM"
2016,NA,NA,NA,NA,"CYM"
2017,NA,NA,NA,NA,"CYM"
2018,NA,NA,NA,NA,"CYM"
2019,NA,NA,NA,NA,"CYM"
2000,14,3.7,5.6,6.5,"CYP"
2001,9,3.4,5.2,6,"CYP"
2002,10,3.2,4.8,5.6,"CYP"
2003,9,3,4.5,5.2,"CYP"
2004,9,2.8,4.1,4.8,"CYP"
2005,12,2.6,3.8,4.5,"CYP"
2006,9,2.4,3.6,4.2,"CYP"
2007,8,2.3,3.3,3.9,"CYP"
2008,9,2.1,3.1,3.7,"CYP"
2009,8,2,3,3.5,"CYP"
2010,8,1.9,2.8,3.4,"CYP"
2011,8,1.9,2.7,3.2,"CYP"
2012,7,1.8,2.6,3.1,"CYP"
2013,6,1.8,2.5,3,"CYP"
2014,8,1.7,2.4,2.9,"CYP"
2015,7,1.7,2.4,2.9,"CYP"
2016,6,1.7,2.4,2.9,"CYP"
2017,6,1.7,2.3,2.8,"CYP"
2018,NA,1.7,2.3,2.8,"CYP"
2019,NA,1.7,2.3,2.8,"CYP"
2000,7,2.7,4.5,5.5,"CZE"
2001,7,2.5,4.3,5.2,"CZE"
2002,6,2.4,4.1,5,"CZE"
2003,6,2.4,3.9,4.8,"CZE"
2004,5,2.3,3.7,4.6,"CZE"
2005,5,2.2,3.6,4.4,"CZE"
2006,5,2.1,3.4,4.1,"CZE"
2007,5,2,3.2,3.9,"CZE"
2008,5,1.9,3,3.7,"CZE"
2009,4,1.8,2.9,3.5,"CZE"
2010,4,1.7,2.7,3.4,"CZE"
2011,4,1.6,2.6,3.3,"CZE"
2012,4,1.6,2.6,3.2,"CZE"
2013,4,1.6,2.5,3.1,"CZE"
2014,4,1.6,2.5,3.1,"CZE"
2015,4,1.6,2.5,3.2,"CZE"
2016,4,1.6,2.6,3.2,"CZE"
2017,3,1.6,2.6,3.2,"CZE"
2018,NA,1.6,2.5,3.1,"CZE"
2019,NA,1.6,2.4,3,"CZE"
2000,7,2.8,4.4,5.4,"DEU"
2001,7,2.7,4.3,5.2,"DEU"
2002,7,2.7,4.2,5.1,"DEU"
2003,6,2.7,4.1,5,"DEU"
2004,6,2.6,4,4.9,"DEU"
2005,6,2.6,3.9,4.7,"DEU"
2006,6,2.6,3.8,4.6,"DEU"
2007,6,2.5,3.7,4.5,"DEU"
2008,6,2.4,3.6,4.4,"DEU"
2009,6,2.4,3.5,4.3,"DEU"
2010,6,2.3,3.5,4.2,"DEU"
2011,6,2.3,3.4,4.1,"DEU"
2012,5,2.3,3.4,4,"DEU"
2013,5,2.3,3.3,4,"DEU"
2014,5,2.3,3.3,4,"DEU"
2015,5,2.3,3.3,3.9,"DEU"
2016,5,2.3,3.3,3.9,"DEU"
2017,7,2.3,3.3,3.9,"DEU"
2018,NA,2.3,3.2,3.8,"DEU"
2019,NA,2.3,3.2,3.7,"DEU"
2000,507,43.9,79.9,101,"DJI"
2001,490,43.4,78.2,98.6,"DJI"
2002,470,42.7,76.5,96.1,"DJI"
2003,449,42.1,74.7,93.6,"DJI"
2004,426,41.6,72.9,91.1,"DJI"
2005,393,40.9,71.2,88.7,"DJI"
2006,361,40.3,69.4,86.1,"DJI"
2007,335,39.7,67.6,83.6,"DJI"
2008,320,39,65.9,81.2,"DJI"
2009,299,38.4,64.2,78.8,"DJI"
2010,283,37.6,62.5,76.6,"DJI"
2011,272,37,60.9,74.4,"DJI"
2012,262,36.3,59.3,72.2,"DJI"
2013,256,35.4,57.8,70.1,"DJI"
2014,256,34.7,56.2,68,"DJI"
2015,247,34,54.6,65.8,"DJI"
2016,246,33.2,53.1,63.8,"DJI"
2017,248,32.5,51.6,61.8,"DJI"
2018,NA,31.8,50.1,59.7,"DJI"
2019,NA,31.1,48.6,57.8,"DJI"
2000,NA,12.9,14.1,16.9,"DMA"
2001,NA,13.3,14.5,17.3,"DMA"
2002,NA,13.8,14.9,17.8,"DMA"
2003,NA,14.4,15.5,18.4,"DMA"
2004,NA,14.9,16.1,19,"DMA"
2005,NA,15.6,16.8,19.7,"DMA"
2006,NA,16.2,17.5,20.5,"DMA"
2007,NA,17,18.3,21.4,"DMA"
2008,NA,17.8,19.2,22.3,"DMA"
2009,NA,18.7,20.2,23.4,"DMA"
2010,NA,19.6,21.3,24.6,"DMA"
2011,NA,20.7,22.5,25.8,"DMA"
2012,NA,21.7,23.7,27.1,"DMA"
2013,NA,22.8,25,28.4,"DMA"
2014,NA,23.9,26.2,29.8,"DMA"
2015,NA,25,27.5,31.1,"DMA"
2016,NA,26.1,28.7,32.4,"DMA"
2017,NA,27.2,29.7,33.5,"DMA"
2018,NA,28.3,30.6,34.4,"DMA"
2019,NA,29.2,31.2,35,"DMA"
2000,8,3.5,4.7,5.7,"DNK"
2001,8,3.4,4.7,5.6,"DNK"
2002,8,3.2,4.6,5.5,"DNK"
2003,7,3.2,4.5,5.4,"DNK"
2004,7,3.1,4.3,5.2,"DNK"
2005,6,3.1,4.2,5,"DNK"
2006,6,3,4,4.8,"DNK"
2007,6,2.9,3.8,4.5,"DNK"
2008,6,2.8,3.7,4.4,"DNK"
2009,6,2.8,3.6,4.2,"DNK"
2010,5,2.8,3.5,4.1,"DNK"
2011,5,2.9,3.4,4.1,"DNK"
2012,5,3,3.5,4.1,"DNK"
2013,4,3,3.5,4.1,"DNK"
2014,4,3,3.5,4.1,"DNK"
2015,4,3,3.5,4.1,"DNK"
2016,4,2.9,3.5,4.1,"DNK"
2017,4,2.8,3.4,4,"DNK"
2018,NA,2.7,3.3,3.9,"DNK"
2019,NA,2.6,3.2,3.7,"DNK"
2000,80,23.3,32.4,40,"DOM"
2001,75,23.2,31.7,39,"DOM"
2002,75,23.1,31.1,38.1,"DOM"
2003,76,23.1,30.6,37.4,"DOM"
2004,81,23.2,30.1,36.9,"DOM"
2005,83,23.4,29.8,36.4,"DOM"
2006,86,23.6,29.5,36,"DOM"
2007,90,23.8,29.3,35.7,"DOM"
2008,92,24,29.1,35.5,"DOM"
2009,95,24.1,29,35.3,"DOM"
2010,96,24.2,28.9,35.1,"DOM"
2011,95,24.3,28.8,35,"DOM"
2012,94,24.3,28.8,35,"DOM"
2013,94,24.3,28.8,35,"DOM"
2014,94,24.4,28.8,35,"DOM"
2015,94,24.4,28.8,35,"DOM"
2016,94,24.5,28.8,35,"DOM"
2017,95,24.4,28.7,34.9,"DOM"
2018,NA,24.2,28.6,34.8,"DOM"
2019,NA,23.9,28.3,34.4,"DOM"
2000,161,21.1,33.9,39.7,"DZA"
2001,155,21.1,33.3,38.9,"DZA"
2002,148,20.9,32.4,37.8,"DZA"
2003,145,20.8,31.3,36.5,"DZA"
2004,134,20.4,30.1,35.1,"DZA"
2005,127,20.1,28.8,33.6,"DZA"
2006,122,19.8,27.6,32.1,"DZA"
2007,119,19.4,26.4,30.7,"DZA"
2008,117,18.9,25.3,29.5,"DZA"
2009,117,18.2,24.4,28.4,"DZA"
2010,115,17.5,23.6,27.4,"DZA"
2011,116,17.1,22.9,26.7,"DZA"
2012,116,16.9,22.5,26.2,"DZA"
2013,115,16.4,22.1,25.8,"DZA"
2014,114,15.7,21.9,25.5,"DZA"
2015,114,15.1,21.6,25.2,"DZA"
2016,113,15.1,21.3,24.8,"DZA"
2017,112,15.6,20.9,24.3,"DZA"
2018,NA,16,20.4,23.8,"DZA"
2019,NA,16.3,20,23.3,"DZA"
2000,121,21.40243152,33.16846587,41.86286108,NA
2001,118,20.26672342,31.38716221,39.50390213,NA
2002,115,19.11887996,29.56173495,37.19781647,NA
2003,112,18.02225245,27.77954,34.87212479,NA
2004,110,16.8940698,26.48710023,33.72860826,NA
2005,106,15.85566887,24.50039718,30.72938543,NA
2006,103,14.86022633,23.08501612,28.87675474,NA
2007,100,13.98935226,21.79278443,27.23250045,NA
