"Year","MatMort","NeoMort","InfMort","Under5Mort","ISO"
2007,35.4,35.4,51.5,67.9,"IND"
2008,34.3,34.3,49.4,64.6,"IND"
2009,33.1,33.1,47.2,61.4,"IND"
2010,31.8,31.8,45.1,58.2,"IND"
2011,30.6,30.6,43,55,"IND"
2012,29.4,29.4,40.9,52,"IND"
2013,28.2,28.2,38.8,49,"IND"
2014,27,27,36.9,46.2,"IND"
2015,25.9,25.9,34.9,43.5,"IND"
2016,24.8,24.8,33.1,41,"IND"
2017,23.7,23.7,31.4,38.6,"IND"
2018,22.7,22.7,29.8,36.3,"IND"
2019,21.4,21.4,28.3,34.4,"IND"
2000,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA
2003,NA,NA,NA,NA,NA
2004,NA,NA,NA,NA,NA
2005,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA
2007,NA,NA,NA,NA,NA
2008,NA,NA,NA,NA,NA
2009,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,NA
2011,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA
2014,NA,NA,NA,NA,NA
2015,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2000,4,4,6,7.1,"IRL"
2001,3.9,3.9,5.8,6.9,"IRL"
2002,3.7,3.7,5.5,6.5,"IRL"
2003,3.5,3.5,5.1,6,"IRL"
2004,3.3,3.3,4.7,5.6,"IRL"
2005,3,3,4.4,5.2,"IRL"
2006,2.8,2.8,4.1,4.9,"IRL"
2007,2.6,2.6,3.9,4.6,"IRL"
2008,2.5,2.5,3.8,4.4,"IRL"
2009,2.5,2.5,3.6,4.3,"IRL"
2010,2.5,2.5,3.5,4.2,"IRL"
2011,2.5,2.5,3.5,4.1,"IRL"
2012,2.5,2.5,3.4,4,"IRL"
2013,2.5,2.5,3.3,3.9,"IRL"
2014,2.5,2.5,3.3,3.8,"IRL"
2015,2.4,2.4,3.2,3.7,"IRL"
2016,2.3,2.3,3.1,3.6,"IRL"
2017,2.2,2.2,3,3.4,"IRL"
2018,2.2,2.2,2.8,3.3,"IRL"
2019,2.1,2.1,2.7,3.2,"IRL"
2000,19.5,19.5,29.7,36.2,"IRN"
2001,18.8,18.8,28.2,34.2,"IRN"
2002,18.1,18.1,26.7,32.2,"IRN"
2003,17.4,17.4,25.1,30.2,"IRN"
2004,16.7,16.7,23.6,28.2,"IRN"
2005,16,16,22.2,26.4,"IRN"
2006,15.4,15.4,20.9,24.7,"IRN"
2007,14.7,14.7,19.7,23.1,"IRN"
2008,14,14,18.5,21.7,"IRN"
2009,13.3,13.3,17.4,20.4,"IRN"
2010,12.6,12.6,16.5,19.3,"IRN"
2011,11.9,11.9,15.7,18.3,"IRN"
2012,11.3,11.3,15,17.5,"IRN"
2013,10.8,10.8,14.4,16.8,"IRN"
2014,10.4,10.4,13.8,16.1,"IRN"
2015,10,10,13.3,15.5,"IRN"
2016,9.6,9.6,12.8,14.9,"IRN"
2017,9.2,9.2,12.4,14.4,"IRN"
2018,8.9,8.9,11.9,13.9,"IRN"
2019,8.6,8.6,11.5,13.4,"IRN"
2000,23.9,23.9,35.6,44.5,"IRQ"
2001,23.6,23.6,34.9,43.5,"IRQ"
2002,23.3,23.3,34.3,42.6,"IRQ"
2003,23,23,33.7,41.8,"IRQ"
2004,22.6,22.6,33.1,40.9,"IRQ"
2005,22.2,22.2,32.4,40,"IRQ"
2006,21.8,21.8,31.8,39.1,"IRQ"
2007,21.4,21.4,31.1,38.1,"IRQ"
2008,21,21,30.3,37.1,"IRQ"
2009,20.5,20.5,29.5,36,"IRQ"
2010,19.9,19.9,28.7,34.9,"IRQ"
2011,19.3,19.3,27.9,33.8,"IRQ"
2012,18.7,18.7,27.1,32.8,"IRQ"
2013,18.1,18.1,26.3,31.7,"IRQ"
2014,17.5,17.5,25.5,30.7,"IRQ"
2015,17,17,24.8,29.7,"IRQ"
2016,16.4,16.4,24.1,28.8,"IRQ"
2017,15.9,15.9,23.4,27.9,"IRQ"
2018,15.4,15.4,22.7,27,"IRQ"
2019,14.9,14.9,22,26.1,"IRQ"
2000,2.1,2.1,3.2,4.1,"ISL"
2001,2,2,3.1,3.9,"ISL"
2002,1.9,1.9,2.9,3.7,"ISL"
2003,1.8,1.8,2.8,3.5,"ISL"
2004,1.7,1.7,2.7,3.4,"ISL"
2005,1.6,1.6,2.6,3.2,"ISL"
2006,1.6,1.6,2.5,3.1,"ISL"
2007,1.5,1.5,2.4,3,"ISL"
2008,1.4,1.4,2.3,2.9,"ISL"
2009,1.4,1.4,2.2,2.8,"ISL"
2010,1.3,1.3,2.2,2.7,"ISL"
2011,1.3,1.3,2.1,2.6,"ISL"
2012,1.3,1.3,2,2.5,"ISL"
2013,1.2,1.2,1.9,2.4,"ISL"
2014,1.2,1.2,1.9,2.4,"ISL"
2015,1.2,1.2,1.8,2.3,"ISL"
2016,1.1,1.1,1.8,2.2,"ISL"
2017,1.1,1.1,1.7,2.1,"ISL"
2018,1.1,1.1,1.6,2.1,"ISL"
2019,1,1,1.6,2,"ISL"
2000,3.6,3.6,5.6,6.9,"ISR"
2001,3.5,3.5,5.4,6.6,"ISR"
2002,3.3,3.3,5.2,6.4,"ISR"
2003,3.1,3.1,4.9,6.1,"ISR"
2004,2.9,2.9,4.7,5.8,"ISR"
2005,2.7,2.7,4.5,5.6,"ISR"
2006,2.6,2.6,4.3,5.3,"ISR"
2007,2.5,2.5,4.1,5.1,"ISR"
2008,2.4,2.4,3.9,4.9,"ISR"
2009,2.4,2.4,3.8,4.7,"ISR"
2010,2.4,2.4,3.7,4.6,"ISR"
2011,2.3,2.3,3.5,4.4,"ISR"
2012,2.3,2.3,3.4,4.3,"ISR"
2013,2.2,2.2,3.3,4.1,"ISR"
2014,2.1,2.1,3.2,4,"ISR"
2015,2.1,2.1,3.2,3.9,"ISR"
2016,2,2,3.1,3.8,"ISR"
2017,2,2,3,3.8,"ISR"
2018,2,2,3,3.7,"ISR"
2019,1.9,1.9,3,3.6,"ISR"
2000,3.5,3.5,4.7,5.6,"ITA"
2001,3.2,3.2,4.5,5.3,"ITA"
2002,3.1,3.1,4.3,5,"ITA"
2003,2.9,2.9,4.1,4.8,"ITA"
2004,2.8,2.8,3.9,4.6,"ITA"
2005,2.7,2.7,3.8,4.5,"ITA"
2006,2.6,2.6,3.7,4.3,"ITA"
2007,2.5,2.5,3.6,4.2,"ITA"
2008,2.5,2.5,3.5,4.1,"ITA"
2009,2.5,2.5,3.4,4.1,"ITA"
2010,2.4,2.4,3.4,4,"ITA"
2011,2.4,2.4,3.3,3.9,"ITA"
2012,2.3,2.3,3.2,3.8,"ITA"
2013,2.2,2.2,3.1,3.7,"ITA"
2014,2.2,2.2,3,3.6,"ITA"
2015,2.1,2.1,3,3.5,"ITA"
2016,2.1,2.1,2.9,3.4,"ITA"
2017,2,2,2.8,3.3,"ITA"
2018,1.9,1.9,2.7,3.2,"ITA"
2019,1.8,1.8,2.6,3,"ITA"
2000,17,17,18.9,22.2,"JAM"
2001,16.5,16.5,18.4,21.6,"JAM"
2002,16.1,16.1,18,21.1,"JAM"
2003,15.6,15.6,17.6,20.7,"JAM"
2004,15.1,15.1,17.3,20.3,"JAM"
2005,14.7,14.7,17,19.9,"JAM"
2006,14.2,14.2,16.7,19.6,"JAM"
2007,13.9,13.9,16.5,19.2,"JAM"
2008,13.6,13.6,16.2,18.9,"JAM"
2009,13.2,13.2,15.8,18.5,"JAM"
2010,12.9,12.9,15.4,18,"JAM"
2011,12.5,12.5,15.1,17.5,"JAM"
2012,12.2,12.2,14.6,17,"JAM"
2013,11.8,11.8,14.2,16.5,"JAM"
2014,11.4,11.4,13.8,16,"JAM"
2015,11,11,13.4,15.5,"JAM"
2016,10.7,10.7,13,15.1,"JAM"
2017,10.3,10.3,12.6,14.6,"JAM"
2018,10,10,12.2,14.2,"JAM"
2019,9.6,9.6,11.8,13.7,"JAM"
2000,16,16,22.5,26.8,"JOR"
2001,15.6,15.6,22,26.1,"JOR"
2002,15.2,15.2,21.4,25.3,"JOR"
2003,14.7,14.7,20.8,24.6,"JOR"
2004,14.2,14.2,20.2,23.9,"JOR"
2005,13.8,13.8,19.7,23.2,"JOR"
2006,13.3,13.3,19.2,22.5,"JOR"
2007,12.9,12.9,18.7,21.9,"JOR"
2008,12.5,12.5,18.1,21.3,"JOR"
2009,12.2,12.2,17.6,20.7,"JOR"
2010,11.8,11.8,17.2,20.1,"JOR"
2011,11.5,11.5,16.7,19.5,"JOR"
2012,11.2,11.2,16.2,19,"JOR"
2013,10.9,10.9,15.8,18.4,"JOR"
2014,10.6,10.6,15.4,17.9,"JOR"
2015,10.2,10.2,15,17.5,"JOR"
2016,10,10,14.6,17,"JOR"
2017,9.7,9.7,14.1,16.4,"JOR"
2018,9.4,9.4,13.7,16,"JOR"
2019,9.1,9.1,13.3,15.5,"JOR"
2000,1.8,1.8,3.3,4.5,"JPN"
2001,1.7,1.7,3.1,4.3,"JPN"
2002,1.7,1.7,3,4.1,"JPN"
2003,1.6,1.6,2.9,4,"JPN"
2004,1.5,1.5,2.8,3.9,"JPN"
2005,1.4,1.4,2.8,3.7,"JPN"
2006,1.3,1.3,2.7,3.6,"JPN"
2007,1.3,1.3,2.6,3.5,"JPN"
2008,1.2,1.2,2.5,3.4,"JPN"
2009,1.2,1.2,2.4,3.3,"JPN"
2010,1.1,1.1,2.4,3.2,"JPN"
2011,1,1,2.3,3.2,"JPN"
2012,1,1,2.2,3,"JPN"
2013,1,1,2.1,2.9,"JPN"
2014,0.9,0.9,2.1,2.8,"JPN"
2015,0.9,0.9,2,2.7,"JPN"
2016,0.9,0.9,2,2.7,"JPN"
2017,0.9,0.9,1.9,2.6,"JPN"
2018,0.9,0.9,1.9,2.6,"JPN"
2019,0.9,0.9,1.8,2.5,"JPN"
2000,23.9,23.9,36.7,42.5,"KAZ"
2001,23.3,23.3,34.6,39.9,"KAZ"
2002,22.7,22.7,32.6,37.5,"KAZ"
2003,21.8,21.8,30.8,35.2,"KAZ"
2004,20.8,20.8,29,33.1,"KAZ"
2005,19.7,19.7,27.3,31,"KAZ"
2006,18.5,18.5,25.6,29,"KAZ"
2007,17,17,23.8,26.8,"KAZ"
2008,15.3,15.3,21.9,24.7,"KAZ"
2009,13.5,13.5,20,22.5,"KAZ"
2010,11.8,11.8,18.2,20.4,"KAZ"
2011,10.2,10.2,16.4,18.3,"KAZ"
2012,8.6,8.6,14.6,16.3,"KAZ"
2013,7.3,7.3,13,14.6,"KAZ"
2014,6.2,6.2,11.6,13,"KAZ"
2015,5.6,5.6,10.6,11.9,"KAZ"
2016,5.1,5.1,9.8,11,"KAZ"
2017,4.9,4.9,9.4,10.5,"KAZ"
2018,4.7,4.7,9.2,10.3,"KAZ"
2019,4.7,4.7,9,10.1,"KAZ"
2000,28.2,28.2,59.9,98.5,"KEN"
2001,28,28,57.8,94.2,"KEN"
2002,27.8,27.8,55.5,89.8,"KEN"
2003,27.5,27.5,53.2,85.4,"KEN"
2004,27.1,27.1,50.8,81,"KEN"
2005,26.6,26.6,48,76.3,"KEN"
2006,26.1,26.1,45.7,72,"KEN"
2007,25.6,25.6,43.7,68,"KEN"
2008,25.1,25.1,41.4,63.5,"KEN"
2009,24.6,24.6,40.4,59.9,"KEN"
2010,24.2,24.2,39.3,57.4,"KEN"
2011,23.9,23.9,38.5,55.5,"KEN"
2012,23.5,23.5,38.2,54.1,"KEN"
2013,23.2,23.2,37.4,52.3,"KEN"
2014,22.9,22.9,36.4,50.6,"KEN"
2015,22.6,22.6,35.2,48.9,"KEN"
2016,22.2,22.2,34.4,47.2,"KEN"
2017,21.8,21.8,33.7,45.9,"KEN"
2018,21.4,21.4,32.7,44.3,"KEN"
2019,21,21,32,43,"KEN"
2000,20.6,20.6,42.5,49.8,"KGZ"
2001,20.2,20.2,40.6,47.4,"KGZ"
2002,20,20,38.8,45.2,"KGZ"
2003,19.9,19.9,37.1,43.1,"KGZ"
2004,19.7,19.7,35.6,41.1,"KGZ"
2005,19.6,19.6,34.1,39.2,"KGZ"
2006,19.5,19.5,32.7,37.5,"KGZ"
2007,19.1,19.1,31.2,35.7,"KGZ"
2008,18.5,18.5,29.6,33.7,"KGZ"
2009,17.7,17.7,27.8,31.6,"KGZ"
2010,16.9,16.9,26.1,29.5,"KGZ"
2011,16.3,16.3,24.5,27.7,"KGZ"
2012,15.9,15.9,23.2,26.1,"KGZ"
2013,15.5,15.5,22,24.7,"KGZ"
2014,15.1,15.1,20.9,23.5,"KGZ"
2015,14.6,14.6,19.9,22.3,"KGZ"
2016,14,14,18.9,21.2,"KGZ"
2017,13.4,13.4,18,20.1,"KGZ"
2018,12.8,12.8,17.1,19.2,"KGZ"
2019,12.2,12.2,16.4,18.3,"KGZ"
2000,35.2,35.2,79.2,106.3,"KHM"
2001,33.4,33.4,73.4,96.6,"KHM"
2002,31.5,31.5,67.3,86.7,"KHM"
2003,29.7,29.7,61.8,78,"KHM"
2004,28.2,28.2,56.9,70.7,"KHM"
2005,26.8,26.8,52.8,64.7,"KHM"
2006,25.6,25.6,49.3,59.7,"KHM"
2007,24.5,24.5,46.2,55.4,"KHM"
2008,23.5,23.5,43.2,51.3,"KHM"
2009,22.4,22.4,40.2,47.5,"KHM"
2010,21.3,21.3,37.3,43.8,"KHM"
2011,20.3,20.3,34.6,40.5,"KHM"
2012,19.3,19.3,32.3,37.7,"KHM"
2013,18.3,18.3,30.3,35.3,"KHM"
2014,17.2,17.2,28.7,33.4,"KHM"
2015,16.4,16.4,27.3,31.8,"KHM"
2016,15.6,15.6,26,30.3,"KHM"
2017,14.9,14.9,24.9,29,"KHM"
2018,14.3,14.3,23.8,27.7,"KHM"
2019,13.8,13.8,22.9,26.6,"KHM"
2000,28,28,51.7,68.1,"KIR"
2001,27.4,27.4,50.7,66.6,"KIR"
2002,26.9,26.9,50,65.5,"KIR"
2003,26.5,26.5,49.5,64.8,"KIR"
2004,26.2,26.2,49.4,64.6,"KIR"
2005,26,26,49.4,64.7,"KIR"
2006,25.8,25.8,49.7,65.1,"KIR"
2007,25.8,25.8,50,65.5,"KIR"
2008,25.7,25.7,50,65.6,"KIR"
2009,25.6,25.6,49.8,65.2,"KIR"
2010,25.4,25.4,49.3,64.4,"KIR"
2011,25.2,25.2,48.6,63.3,"KIR"
2012,24.8,24.8,47.8,62.1,"KIR"
2013,24.4,24.4,46.8,60.8,"KIR"
2014,24,24,45.8,59.2,"KIR"
2015,23.6,23.6,44.7,57.6,"KIR"
2016,23.2,23.2,43.6,56,"KIR"
2017,22.8,22.8,42.6,54.5,"KIR"
2018,22.3,22.3,41.4,52.8,"KIR"
2019,21.9,21.9,40.3,51.2,"KIR"
2000,16.6,16.6,19.8,23.8,"KNA"
2001,16,16,18.9,22.7,"KNA"
2002,15.3,15.3,18,21.6,"KNA"
2003,14.6,14.6,17.2,20.6,"KNA"
2004,13.9,13.9,16.5,19.8,"KNA"
2005,13.3,13.3,15.9,19.1,"KNA"
2006,12.8,12.8,15.5,18.6,"KNA"
2007,12.4,12.4,15.2,18.1,"KNA"
2008,12.1,12.1,14.9,17.9,"KNA"
2009,11.8,11.8,14.7,17.7,"KNA"
2010,11.7,11.7,14.6,17.5,"KNA"
2011,11.6,11.6,14.5,17.4,"KNA"
2012,11.5,11.5,14.5,17.4,"KNA"
2013,11.5,11.5,14.5,17.3,"KNA"
2014,11.4,11.4,14.3,17.2,"KNA"
2015,11.2,11.2,14.1,16.9,"KNA"
2016,11.1,11.1,13.9,16.6,"KNA"
2017,10.8,10.8,13.6,16.2,"KNA"
2018,10.6,10.6,13.3,15.8,"KNA"
2019,10.3,10.3,12.9,15.4,"KNA"
2000,3.4,3.4,6.5,7.5,"KOR"
2001,3.2,3.2,6.1,7.1,"KOR"
2002,3,3,5.8,6.8,"KOR"
2003,2.8,2.8,5.5,6.4,"KOR"
2004,2.6,2.6,5.1,6,"KOR"
2005,2.4,2.4,4.8,5.6,"KOR"
2006,2.2,2.2,4.4,5.2,"KOR"
2007,2,2,4.1,4.8,"KOR"
2008,1.9,1.9,3.9,4.5,"KOR"
2009,1.8,1.8,3.7,4.3,"KOR"
2010,1.8,1.8,3.5,4.1,"KOR"
2011,1.7,1.7,3.4,4,"KOR"
2012,1.7,1.7,3.3,3.8,"KOR"
2013,1.7,1.7,3.2,3.7,"KOR"
2014,1.7,1.7,3.1,3.6,"KOR"
2015,1.6,1.6,3,3.5,"KOR"
2016,1.6,1.6,2.9,3.4,"KOR"
2017,1.6,1.6,2.8,3.3,"KOR"
2018,1.5,1.5,2.8,3.2,"KOR"
2019,1.5,1.5,2.7,3.1,"KOR"
2000,6.6,6.6,10.7,12.4,"KWT"
2001,6.4,6.4,10.5,12.2,"KWT"
2002,6.2,6.2,10.3,12,"KWT"
2003,6.1,6.1,10.1,11.8,"KWT"
2004,5.9,5.9,10,11.6,"KWT"
2005,5.8,5.8,9.8,11.4,"KWT"
2006,5.8,5.8,9.7,11.2,"KWT"
2007,5.7,5.7,9.5,11.1,"KWT"
2008,5.7,5.7,9.4,10.9,"KWT"
2009,5.6,5.6,9.2,10.7,"KWT"
2010,5.5,5.5,8.9,10.4,"KWT"
2011,5.3,5.3,8.5,10,"KWT"
2012,5.2,5.2,8.2,9.6,"KWT"
2013,5.1,5.1,7.9,9.2,"KWT"
2014,5,5,7.7,8.9,"KWT"
2015,4.9,4.9,7.5,8.8,"KWT"
2016,4.9,4.9,7.4,8.7,"KWT"
2017,4.9,4.9,7.4,8.7,"KWT"
2018,4.9,4.9,7.5,8.7,"KWT"
2019,4.9,4.9,7.5,8.8,"KWT"
2000,16.76799453,16.76799453,28.63435139,34.53067239,NA
2001,16.0413878,16.0413878,27.25693197,32.80268569,NA
2002,15.3129255,15.3129255,26.00031568,31.20068476,NA
2003,14.59482592,14.59482592,24.79285677,29.69417971,NA
2004,13.92541641,13.92541641,23.68366428,28.28447652,NA
2005,13.35081711,13.35081711,22.63954475,26.9916709,NA
2006,12.84173723,12.84173723,21.69189635,25.81006924,NA
2007,12.43150733,12.43150733,20.81846243,24.72318883,NA
2008,12.04682951,12.04682951,19.9930942,23.72571791,NA
2009,11.66862175,11.66862175,19.24255999,22.78717149,NA
2010,11.39227783,11.39227783,19.77104324,25.44522014,NA
2011,11.03425255,11.03425255,17.88867278,21.13768814,NA
2012,10.73107879,10.73107879,17.27467847,20.38367184,NA
2013,10.43493838,10.43493838,16.71357922,19.71268778,NA
2014,10.12184611,10.12184611,16.21537858,19.11072956,NA
2015,9.892097669,9.892097669,15.70435347,18.50205495,NA
2016,9.94600737,9.94600737,15.5991091,18.30180177,NA
2017,9.643580086,9.643580086,14.86857569,17.48914957,NA
2018,9.499187663,9.499187663,14.4621161,16.97947739,NA
2019,9.207410123,9.207410123,14.04537177,16.4681102,NA
2000,38.2,38.2,76.5,107.2,"LAO"
2001,37.3,37.3,73.9,103.1,"LAO"
2002,36.4,36.4,71.3,98.9,"LAO"
2003,35.5,35.5,68.7,94.8,"LAO"
2004,34.6,34.6,66.1,90.8,"LAO"
2005,33.6,33.6,63.6,86.8,"LAO"
2006,32.7,32.7,61.1,82.9,"LAO"
2007,31.7,31.7,58.7,79.1,"LAO"
2008,30.7,30.7,56.3,75.4,"LAO"
2009,29.8,29.8,54,71.7,"LAO"
2010,28.9,28.9,51.8,68.3,"LAO"
2011,28,28,49.7,65.1,"LAO"
2012,27.2,27.2,47.6,61.9,"LAO"
2013,26.3,26.3,45.7,59,"LAO"
2014,25.5,25.5,43.8,56.3,"LAO"
2015,24.8,24.8,42.1,53.8,"LAO"
2016,24.1,24.1,40.5,51.5,"LAO"
2017,23.5,23.5,39.1,49.4,"LAO"
2018,22.8,22.8,37.8,47.5,"LAO"
2019,22.2,22.2,36.5,45.7,"LAO"
2000,11.7,11.7,17,19.9,"LBN"
2001,10.9,10.9,16,18.7,"LBN"
2002,10.2,10.2,15.1,17.5,"LBN"
2003,9.6,9.6,14.1,16.4,"LBN"
2004,8.9,8.9,13.1,15.2,"LBN"
2005,8.2,8.2,12.1,14.1,"LBN"
2006,7.6,7.6,11.2,13,"LBN"
2007,7,7,10.4,12.1,"LBN"
2008,6.6,6.6,9.8,11.4,"LBN"
2009,6.2,6.2,9.2,10.7,"LBN"
2010,5.9,5.9,8.7,10.2,"LBN"
2011,5.6,5.6,8.3,9.7,"LBN"
2012,5.4,5.4,8,9.3,"LBN"
2013,5.2,5.2,7.7,9,"LBN"
2014,5,5,7.4,8.6,"LBN"
2015,4.8,4.8,7.1,8.3,"LBN"
2016,4.6,4.6,6.8,8,"LBN"
2017,4.4,4.4,6.6,7.7,"LBN"
2018,4.3,4.3,6.4,7.4,"LBN"
2019,4.1,4.1,6.2,7.2,"LBN"
2000,48.1,48.1,127.9,189.7,"LBR"
2001,46,46,119.7,176.6,"LBR"
2002,43.9,43.9,111.9,163.7,"LBR"
2003,41.9,41.9,104.3,151.3,"LBR"
2004,40,40,97.2,139.8,"LBR"
2005,38.4,38.4,90.7,129.6,"LBR"
2006,36.9,36.9,85.3,121,"LBR"
2007,35.6,35.6,80.8,114,"LBR"
2008,34.5,34.5,77.2,108.2,"LBR"
2009,33.5,33.5,74.2,103.6,"LBR"
2010,32.9,32.9,71.8,99.8,"LBR"
2011,32.5,32.5,69.9,96.7,"LBR"
2012,32.3,32.3,68.3,94.2,"LBR"
2013,32.3,32.3,66.9,92,"LBR"
2014,32.3,32.3,66,92.1,"LBR"
2015,32.2,32.2,64.4,88.3,"LBR"
2016,32,32,63.1,86.1,"LBR"
2017,31.8,31.8,62,84.3,"LBR"
2018,31.4,31.4,60.8,82.5,"LBR"
2019,31.1,31.1,59.5,80.4,"LBR"
2000,15.1,15.1,24.1,28.1,"LBY"
2001,14.7,14.7,23.4,27.3,"LBY"
2002,14.3,14.3,22.7,26.5,"LBY"
2003,13.8,13.8,21.9,25.5,"LBY"
2004,13.2,13.2,21,24.4,"LBY"
2005,12.5,12.5,19.8,23.1,"LBY"
2006,11.7,11.7,18.6,21.7,"LBY"
2007,10.9,10.9,17.3,20.2,"LBY"
2008,10.1,10.1,16.1,18.8,"LBY"
2009,9.5,9.5,15.1,17.6,"LBY"
2010,9,9,14.2,16.6,"LBY"
2011,8.6,8.6,14.9,19.4,"LBY"
2012,8.1,8.1,12.9,15,"LBY"
2013,7.7,7.7,12.3,14.4,"LBY"
2014,7.4,7.4,11.8,13.8,"LBY"
2015,7.1,7.1,11.4,13.3,"LBY"
2016,6.9,6.9,11,12.8,"LBY"
2017,6.6,6.6,10.6,12.3,"LBY"
2018,6.4,6.4,10.2,11.9,"LBY"
2019,6.2,6.2,9.9,11.5,"LBY"
2000,11.4,11.4,15.6,18.4,"LCA"
2001,11.6,11.6,15.6,18.3,"LCA"
2002,11.8,11.8,15.6,18.2,"LCA"
2003,12,12,15.7,18.3,"LCA"
2004,12.2,12.2,15.8,18.3,"LCA"
2005,12.3,12.3,16,18.4,"LCA"
2006,12.3,12.3,16.1,18.6,"LCA"
2007,12.4,12.4,16.4,18.8,"LCA"
2008,12.5,12.5,16.6,19,"LCA"
2009,12.6,12.6,16.9,19.3,"LCA"
2010,12.7,12.7,17.3,19.7,"LCA"
2011,12.8,12.8,17.7,20,"LCA"
2012,12.8,12.8,18.1,20.4,"LCA"
2013,12.7,12.7,18.5,20.9,"LCA"
2014,12.6,12.6,19,21.4,"LCA"
2015,12.4,12.4,19.5,21.9,"LCA"
2016,12.4,12.4,20,22.4,"LCA"
2017,12.4,12.4,20.6,23,"LCA"
2018,12.5,12.5,21.1,23.5,"LCA"
2019,12.7,12.7,21.6,24,"LCA"
2000,16.2,16.2,27.5,33.2,NA
2001,15.5,15.5,26.3,31.6,NA
2002,14.8,14.8,25.1,30,NA
2003,14.1,14.1,23.9,28.6,NA
2004,13.5,13.5,22.9,27.3,NA
2005,13,13,21.9,26,NA
2006,12.5,12.5,21,24.9,NA
2007,12.1,12.1,20.1,23.9,NA
2008,11.8,11.8,19.3,22.9,NA
2009,11.4,11.4,18.6,22.1,NA
2010,11.2,11.2,19.1,24.7,NA
2011,10.9,10.9,17.4,20.5,NA
2012,10.6,10.6,16.9,19.9,NA
2013,10.3,10.3,16.4,19.3,NA
2014,10.1,10.1,15.9,18.7,NA
2015,10,10,15.5,18.3,NA
2016,10.1,10.1,15.6,18.3,NA
2017,9.8,9.8,14.9,17.5,NA
2018,9.6,9.6,14.6,17.1,NA
2019,9.4,9.4,14.2,16.6,NA
2000,41.9771002,41.9771002,85.24020111,135.4934107,NA
2001,40.85402158,40.85402158,82.25743071,130.2092565,NA
2002,39.71809512,39.71809512,79.21156815,124.7986358,NA
2003,38.61966147,38.61966147,76.22242605,119.4523993,NA
2004,37.55529365,37.55529365,73.30743938,114.2164469,NA
2005,36.54014045,36.54014045,70.5457306,109.2324478,NA
2006,35.58180747,35.58180747,67.94206388,104.4702532,NA
2007,34.62179809,34.62179809,65.42056324,99.91922375,NA
2008,33.74510311,33.74510311,63.52472129,96.69395234,NA
2009,32.87871954,32.87871954,60.90429846,91.48490983,NA
2010,32.072774,32.072774,59.32133673,88.87322133,NA
2011,31.25891538,31.25891538,56.88961096,84.10788726,NA
2012,30.49523595,30.49523595,55.01304124,80.69517945,NA
2013,29.74980531,29.74980531,53.2748121,77.47061506,NA
2014,29.03046863,29.03046863,51.69869798,74.59981384,NA
2015,28.31983796,28.31983796,50.25013479,72.0240888,NA
2016,27.632981,27.632981,48.76611812,69.31512935,NA
2017,26.96018427,26.96018427,47.32042009,66.95231094,NA
2018,26.29520215,26.29520215,46.01501889,64.77646252,NA
2019,25.67307445,25.67307445,44.77142153,62.67344302,NA
2000,41.8,41.8,89.2,145.2,NA
2001,40.8,40.8,86.2,139.6,NA
2002,39.8,39.8,83.1,133.8,NA
2003,38.8,38.8,80,128.1,NA
2004,37.9,37.9,77,122.5,NA
2005,36.9,36.9,74.2,117.2,NA
2006,36.1,36.1,71.5,112.2,NA
2007,35.2,35.2,69,107.4,NA
2008,34.4,34.4,66.6,102.8,NA
2009,33.6,33.6,64.4,98.5,NA
2010,32.8,32.8,62.5,94.6,NA
2011,32.1,32.1,60.4,90.8,NA
2012,31.4,31.4,58.7,87.7,NA
2013,30.7,30.7,57.1,84.5,NA
2014,30,30,55.5,81.6,NA
2015,29.4,29.4,53.9,78.7,NA
2016,28.8,28.8,52.4,75.7,NA
2017,28.2,28.2,50.8,72.8,NA
2018,27.5,27.5,49.5,70.5,NA
2019,27,27,48.2,68.2,NA
2000,NA,NA,NA,NA,"LIE"
2001,NA,NA,NA,NA,"LIE"
2002,NA,NA,NA,NA,"LIE"
2003,NA,NA,NA,NA,"LIE"
2004,NA,NA,NA,NA,"LIE"
2005,NA,NA,NA,NA,"LIE"
2006,NA,NA,NA,NA,"LIE"
2007,NA,NA,NA,NA,"LIE"
2008,NA,NA,NA,NA,"LIE"
2009,NA,NA,NA,NA,"LIE"
2010,NA,NA,NA,NA,"LIE"
2011,NA,NA,NA,NA,"LIE"
2012,NA,NA,NA,NA,"LIE"
2013,NA,NA,NA,NA,"LIE"
2014,NA,NA,NA,NA,"LIE"
2015,NA,NA,NA,NA,"LIE"
2016,NA,NA,NA,NA,"LIE"
2017,NA,NA,NA,NA,"LIE"
2018,NA,NA,NA,NA,"LIE"
2019,NA,NA,NA,NA,"LIE"
2000,9.7,9.7,14.2,16.5,"LKA"
2001,9.1,9.1,13.7,16,"LKA"
2002,8.5,8.5,13.4,15.5,"LKA"
2003,7.9,7.9,13,15.1,"LKA"
2004,7.6,7.6,17.7,28.9,"LKA"
